cat_threshold .999 most frequent_outs_visit_non_filtered.csv,cat_threshold .98 most frequent_outs_visit_non_filtered.csv,0.16889406224715034,0.6900792574813727
cat_threshold .999 most frequent_outs_visit_non_filtered.csv,sin_codigo_non_filtered.csv,0.03210710239105314,0.4606520087394654
cat_threshold .999 most frequent_outs_visit_non_filtered.csv,CCS CODES_proc_outs_visit_non_filtered.csv,0.01726928324316285,0.41607404159036343
cat_threshold .999 most frequent_outs_visit_non_filtered.csv,ICD9_CODE_procedures_outs_visit_non_filtered.csv,0.07674040470316343,0.7519544215105745
cat_threshold .98 most frequent_outs_visit_non_filtered.csv,cat_threshold .88 most frequent_outs_visit_non_filtered.csv,0.07545369934534985,0.46227668499520974
cat_threshold .98 most frequent_outs_visit_non_filtered.csv,cat_threshold .95 most frequent_proc_outs_visit_non_filtered.csv,0.07541337472544339,0.4622897648732391
cat_threshold .98 most frequent_outs_visit_non_filtered.csv,cat_threshold .999 most frequent_outs_visit_non_filtered.csv,0.16889406224715034,0.6900792574813727
cat_threshold .98 most frequent_outs_visit_non_filtered.csv,cat_threshold .98 most frequent_outs_visit_non_filtered.csv,0.36166046724084006,0.7547906176227926
cat_threshold .98 most frequent_outs_visit_non_filtered.csv,sin_codigo_non_filtered.csv,0.07582669775126662,0.4798988065923284
cat_threshold .98 most frequent_outs_visit_non_filtered.csv,CCS CODES_proc_outs_visit_non_filtered.csv,0.07345148947203868,0.4608072290574602
cat_threshold .98 most frequent_outs_visit_non_filtered.csv,ICD9_CODE_procedures_outs_visit_non_filtered.csv,0.13989303411394696,0.69366646300769
sin_codigo_non_filtered.csv,cat_threshold .88 most frequent_outs_visit_non_filtered.csv,0.32625731657996426,0.6211102840515367
sin_codigo_non_filtered.csv,cat_threshold .95 most frequent_proc_outs_visit_non_filtered.csv,0.32633353145555366,0.6211222371600879
sin_codigo_non_filtered.csv,cat_threshold .999 most frequent_outs_visit_non_filtered.csv,0.03210710239105315,0.4606520087394654
sin_codigo_non_filtered.csv,cat_threshold .98 most frequent_outs_visit_non_filtered.csv,0.07582669775126662,0.4798988065923284
sin_codigo_non_filtered.csv,sin_codigo_non_filtered.csv,1.022025943231883,0.9999923737071046
sin_codigo_non_filtered.csv,CCS CODES_proc_outs_visit_non_filtered.csv,0.3203483210117815,0.6207560934876812
sin_codigo_non_filtered.csv,ICD9_CODE_procedures_outs_visit_non_filtered.csv,0.013829746540434465,0.4427558607859691
CCS CODES_proc_outs_visit_non_filtered.csv,cat_threshold .88 most frequent_outs_visit_non_filtered.csv,1.083391053292578,0.9935525095353933
CCS CODES_proc_outs_visit_non_filtered.csv,cat_threshold .95 most frequent_proc_outs_visit_non_filtered.csv,1.0832840595824704,0.9935303876886538
CCS CODES_proc_outs_visit_non_filtered.csv,cat_threshold .999 most frequent_outs_visit_non_filtered.csv,0.01726928324316285,0.41607404159036343
CCS CODES_proc_outs_visit_non_filtered.csv,cat_threshold .98 most frequent_outs_visit_non_filtered.csv,0.07345148947203868,0.4608072290574602
CCS CODES_proc_outs_visit_non_filtered.csv,sin_codigo_non_filtered.csv,0.3203483210117815,0.6207560934876812
CCS CODES_proc_outs_visit_non_filtered.csv,CCS CODES_proc_outs_visit_non_filtered.csv,1.1213885900372065,0.9999165199752132
CCS CODES_proc_outs_visit_non_filtered.csv,ICD9_CODE_procedures_outs_visit_non_filtered.csv,0.01718500301480016,0.39977499480839923
ICD9_CODE_procedures_outs_visit_non_filtered.csv,cat_threshold .88 most frequent_outs_visit_non_filtered.csv,0.01749549735490823,0.4028270655768546
ICD9_CODE_procedures_outs_visit_non_filtered.csv,cat_threshold .95 most frequent_proc_outs_visit_non_filtered.csv,0.017474137299358795,0.40284170332407
ICD9_CODE_procedures_outs_visit_non_filtered.csv,cat_threshold .999 most frequent_outs_visit_non_filtered.csv,0.07674040470316343,0.7519544215105746
ICD9_CODE_procedures_outs_visit_non_filtered.csv,cat_threshold .98 most frequent_outs_visit_non_filtered.csv,0.13989303411394696,0.6936664630076901
ICD9_CODE_procedures_outs_visit_non_filtered.csv,sin_codigo_non_filtered.csv,0.013829746540434463,0.4427558607859691
ICD9_CODE_procedures_outs_visit_non_filtered.csv,CCS CODES_proc_outs_visit_non_filtered.csv,0.01718500301480016,0.39977499480839923
ICD9_CODE_procedures_outs_visit_non_filtered.csv,ICD9_CODE_procedures_outs_visit_non_filtered.csv,0.11243723877482442,0.8366851383417693
